,Unnamed: 0,checking_balance,months_loan_duration,credit_history,amount,savings_balance,employment_duration,percent_of_income,years_at_residence,age,existing_loans_count,dependents,default,purpose_business,purpose_car,purpose_education,purpose_furniture/appliances,purpose_renovations,other_credit_bank,other_credit_none,other_credit_store,housing_other,housing_own,housing_rent,job_management,job_skilled,job_unemployed,job_unskilled,phone_no,phone_yes
386,386,3.0,18,1.0,1126,4.0,2.0,4,2,21,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
387,387,0.0,18,0.0,7374,2.0,4.0,4,4,40,2,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1
388,388,0.0,15,0.0,2326,1.0,0.0,2,4,27,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
389,389,3.0,9,1.0,1449,2.0,1.0,3,2,27,2,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
390,390,3.0,18,1.0,1820,2.0,0.0,2,2,30,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
391,391,0.0,12,1.0,983,3.0,2.0,1,4,19,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0
392,392,1.0,36,1.0,3249,2.0,1.0,2,4,39,1,2,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
393,393,1.0,6,0.0,1957,2.0,1.0,1,4,31,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
394,394,3.0,9,0.0,2406,2.0,4.0,2,3,31,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
395,395,0.0,39,3.0,11760,0.0,1.0,2,3,32,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
396,396,1.0,12,1.0,2578,2.0,4.0,3,4,55,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
397,397,1.0,36,0.0,2348,2.0,0.0,3,2,46,2,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
398,398,0.0,12,1.0,1223,2.0,3.0,1,1,46,2,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
399,399,3.0,24,0.0,1516,3.0,0.0,4,1,43,2,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0
400,400,3.0,18,1.0,1473,2.0,2.0,3,4,39,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
401,401,0.0,18,0.0,1887,4.0,0.0,4,4,28,2,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
402,402,3.0,24,3.0,8648,2.0,2.0,2,2,27,2,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
403,403,3.0,14,3.0,802,2.0,0.0,4,2,27,2,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
404,404,0.0,18,3.0,2899,4.0,3.0,4,4,43,1,2,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
405,405,0.0,24,1.0,2039,2.0,2.0,1,1,22,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
406,406,3.0,24,0.0,2197,4.0,1.0,4,4,43,2,2,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
407,407,1.0,15,1.0,1053,2.0,2.0,4,2,27,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
408,408,3.0,24,1.0,3235,1.0,3.0,3,2,26,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1
409,409,2.0,12,0.0,939,1.0,1.0,4,2,28,3,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
410,410,0.0,24,1.0,1967,2.0,3.0,4,4,20,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
411,411,3.0,33,0.0,7253,2.0,1.0,3,2,35,2,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
412,412,3.0,12,0.0,2292,2.0,4.0,4,2,42,2,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
413,413,3.0,10,1.0,1597,1.0,0.0,3,2,40,1,2,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0
414,414,1.0,24,1.0,1381,4.0,0.0,4,2,35,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
415,415,3.0,36,0.0,5842,2.0,3.0,2,2,35,2,2,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
416,416,1.0,12,1.0,2579,2.0,2.0,4,1,33,1,2,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
417,417,1.0,18,3.0,8471,4.0,0.0,1,2,23,2,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
418,418,3.0,21,1.0,2782,1.0,1.0,1,2,31,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
419,419,0.0,18,1.0,1042,4.0,0.0,4,2,33,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
420,420,3.0,15,1.0,3186,3.0,1.0,2,3,20,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
421,421,0.0,12,1.0,2028,4.0,0.0,4,2,30,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
422,422,0.0,12,0.0,958,2.0,1.0,2,3,47,2,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
423,423,3.0,21,3.0,1591,0.0,1.0,4,3,34,2,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
424,424,0.0,12,1.0,2762,4.0,3.0,1,2,25,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1
425,425,0.0,18,1.0,2779,2.0,0.0,1,3,21,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
426,426,3.0,28,0.0,2743,2.0,3.0,4,2,29,2,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
427,427,3.0,18,0.0,1149,3.0,0.0,4,3,46,2,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
428,428,3.0,9,1.0,1313,2.0,3.0,1,4,20,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
429,429,1.0,18,0.0,1190,2.0,4.0,2,4,55,3,2,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0
430,430,3.0,5,1.0,3448,2.0,1.0,1,4,74,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
431,431,0.0,24,1.0,11328,2.0,0.0,2,3,29,2,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
432,432,1.0,6,0.0,1872,2.0,4.0,4,4,36,3,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1
433,433,3.0,24,0.0,2058,2.0,0.0,4,2,33,2,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
434,434,1.0,9,1.0,2136,2.0,0.0,3,2,25,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
435,435,0.0,12,1.0,1484,4.0,0.0,2,1,25,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
436,436,3.0,6,1.0,660,1.0,1.0,2,4,23,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0
437,437,3.0,24,0.0,1287,3.0,3.0,4,4,37,2,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
438,438,1.0,42,0.0,3394,2.0,4.0,4,4,65,2,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
439,439,2.0,12,4.0,609,2.0,2.0,4,1,26,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
440,440,3.0,12,1.0,1884,2.0,3.0,4,4,39,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
441,441,1.0,12,1.0,1620,2.0,0.0,2,3,30,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
442,442,0.0,20,3.0,2629,2.0,0.0,2,3,29,2,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
443,443,3.0,12,1.0,719,2.0,3.0,4,4,41,1,2,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0
444,444,0.0,48,0.0,5096,2.0,0.0,2,3,30,1,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1
445,445,3.0,9,0.0,1244,4.0,3.0,4,4,41,2,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0
446,446,1.0,36,1.0,1842,2.0,2.0,4,4,34,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
447,447,0.0,7,1.0,2576,2.0,0.0,2,2,35,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
448,448,2.0,12,1.0,1424,4.0,3.0,3,4,55,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1
449,449,0.0,15,3.0,1512,3.0,0.0,3,3,61,2,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
450,450,3.0,36,0.0,11054,4.0,0.0,4,2,30,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
451,451,3.0,6,1.0,518,2.0,0.0,3,1,29,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
452,452,3.0,12,2.0,2759,2.0,3.0,2,4,34,2,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
453,453,3.0,24,1.0,2670,2.0,3.0,4,4,35,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
454,454,1.0,24,1.0,4817,2.0,1.0,2,3,31,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
455,455,3.0,24,1.0,2679,2.0,2.0,4,1,29,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
456,456,1.0,11,0.0,3905,2.0,0.0,2,2,36,2,2,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
457,457,1.0,12,1.0,3386,2.0,3.0,3,4,35,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
458,458,1.0,6,1.0,343,2.0,2.0,4,1,27,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
459,459,3.0,18,1.0,4594,2.0,2.0,3,2,32,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
460,460,1.0,36,1.0,3620,2.0,0.0,1,2,37,1,2,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
461,461,1.0,15,1.0,1721,2.0,2.0,2,3,36,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
462,462,0.0,12,1.0,3017,2.0,2.0,3,1,34,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
463,463,0.0,12,1.0,754,4.0,3.0,4,4,38,2,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0
464,464,3.0,18,1.0,1950,2.0,1.0,4,1,34,2,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
465,465,1.0,24,1.0,2924,2.0,0.0,3,4,63,1,2,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
466,466,1.0,24,3.0,1659,2.0,2.0,4,2,29,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
467,467,3.0,48,3.0,7238,4.0,3.0,3,3,32,2,2,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
468,468,3.0,33,3.0,2764,2.0,0.0,2,2,26,2,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
469,469,3.0,24,3.0,4679,2.0,1.0,3,3,35,2,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
470,470,0.0,24,1.0,3092,0.0,2.0,3,2,22,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
471,471,1.0,6,1.0,448,2.0,2.0,4,4,23,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0
472,472,1.0,9,1.0,654,2.0,0.0,4,3,28,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
473,473,3.0,6,1.0,1238,4.0,4.0,4,4,36,1,2,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1
474,474,0.0,18,0.0,1245,2.0,0.0,4,2,33,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
475,475,1.0,18,2.0,3114,2.0,2.0,1,4,26,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
476,476,3.0,39,1.0,2569,1.0,0.0,4,4,24,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
477,477,2.0,24,1.0,5152,2.0,1.0,4,2,25,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
478,478,0.0,12,1.0,1037,0.0,1.0,3,4,39,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
479,479,1.0,15,0.0,1478,2.0,3.0,4,4,44,2,2,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
480,480,0.0,12,0.0,3573,2.0,0.0,1,1,23,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0
481,481,0.0,24,1.0,1201,2.0,2.0,4,1,26,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
482,482,1.0,30,1.0,3622,3.0,3.0,4,4,57,2,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
483,483,3.0,15,3.0,960,3.0,1.0,3,2,30,2,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
484,484,3.0,12,0.0,1163,1.0,0.0,4,4,44,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
485,485,0.0,6,3.0,1209,2.0,4.0,4,4,47,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
486,486,3.0,12,1.0,3077,2.0,0.0,2,4,52,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
487,487,3.0,24,1.0,3757,2.0,3.0,4,4,62,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
488,488,3.0,10,1.0,1418,0.0,0.0,3,2,35,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0
489,489,3.0,6,1.0,3518,2.0,0.0,2,3,26,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
490,490,3.0,12,0.0,1934,2.0,3.0,2,2,26,2,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
491,491,0.0,27,2.0,8318,2.0,3.0,2,4,42,2,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
492,492,3.0,6,0.0,1237,0.0,0.0,1,1,27,2,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
493,493,0.0,6,1.0,368,4.0,3.0,4,4,38,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
494,494,1.0,12,0.0,2122,2.0,0.0,3,2,39,2,2,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0
495,495,1.0,24,1.0,2996,4.0,0.0,2,4,20,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
496,496,0.0,36,1.0,9034,0.0,2.0,4,1,29,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
497,497,3.0,24,0.0,1585,2.0,1.0,4,3,40,2,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
498,498,0.0,18,1.0,1301,2.0,3.0,4,2,32,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0
499,499,2.0,6,0.0,1323,0.0,3.0,2,4,28,2,2,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
500,500,1.0,24,1.0,3123,2.0,2.0,4,1,27,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
501,501,1.0,36,1.0,5493,2.0,3.0,2,4,42,1,2,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
502,502,2.0,9,1.0,1126,0.0,3.0,2,4,49,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
503,503,0.0,24,0.0,1216,0.0,2.0,4,4,38,2,2,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
504,504,1.0,24,1.0,1207,2.0,2.0,4,4,24,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
505,505,3.0,10,1.0,1309,4.0,0.0,4,4,27,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
506,506,2.0,15,0.0,2360,1.0,0.0,2,2,36,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
507,507,0.0,15,4.0,6850,0.0,4.0,1,2,34,1,2,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
508,508,3.0,24,1.0,1413,2.0,0.0,4,2,28,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
509,509,3.0,39,1.0,8588,0.0,3.0,4,2,45,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
510,510,1.0,12,1.0,759,2.0,1.0,4,2,26,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
511,511,3.0,36,1.0,4686,2.0,0.0,2,2,32,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
512,512,2.0,15,1.0,2687,2.0,1.0,2,4,26,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
513,513,0.0,12,3.0,585,2.0,0.0,4,4,20,2,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
514,514,3.0,24,1.0,2255,4.0,2.0,4,1,54,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
515,515,1.0,6,0.0,609,2.0,1.0,4,3,37,2,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
516,516,1.0,6,0.0,1361,2.0,2.0,2,4,40,1,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
517,517,3.0,36,0.0,7127,2.0,2.0,2,4,23,2,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
518,518,1.0,6,1.0,1203,0.0,3.0,3,2,43,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
519,519,3.0,6,0.0,700,4.0,3.0,4,4,36,2,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
520,520,3.0,24,0.0,5507,2.0,3.0,3,4,44,2,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0
521,521,1.0,18,1.0,3190,2.0,0.0,2,2,24,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
522,522,1.0,48,2.0,7119,2.0,0.0,3,4,53,2,2,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
523,523,3.0,24,1.0,3488,0.0,1.0,3,4,23,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
524,524,0.0,18,1.0,1113,2.0,0.0,4,4,26,1,2,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0
525,525,0.0,26,1.0,7966,2.0,2.0,2,3,30,2,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
526,526,3.0,15,0.0,1532,0.0,0.0,4,3,31,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0
527,527,3.0,4,0.0,1503,2.0,1.0,2,1,42,2,2,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0
528,528,1.0,36,1.0,2302,2.0,0.0,4,4,31,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
529,529,1.0,6,1.0,662,2.0,2.0,3,4,41,1,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
530,530,0.0,36,1.0,2273,2.0,1.0,3,1,32,2,2,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0
531,531,0.0,15,1.0,2631,0.0,0.0,2,4,28,2,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
532,532,3.0,12,3.0,1503,2.0,0.0,4,4,41,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
533,533,3.0,24,1.0,1311,0.0,1.0,4,3,26,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
534,534,3.0,24,1.0,3105,4.0,2.0,4,2,25,2,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
535,535,2.0,21,0.0,2319,2.0,2.0,2,1,33,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
536,536,1.0,6,1.0,1374,4.0,4.0,4,3,75,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
537,537,0.0,18,0.0,3612,2.0,3.0,3,4,37,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
538,538,1.0,48,1.0,7763,2.0,3.0,4,4,42,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
539,539,2.0,18,1.0,3049,2.0,2.0,1,1,45,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0
540,540,0.0,12,1.0,1534,2.0,2.0,1,1,23,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
541,541,3.0,24,3.0,2032,2.0,3.0,4,4,60,2,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
542,542,1.0,30,1.0,6350,4.0,3.0,4,4,31,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
543,543,2.0,18,1.0,2864,2.0,0.0,2,1,34,1,2,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0
544,544,3.0,12,0.0,1255,2.0,3.0,4,4,61,2,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
545,545,1.0,24,3.0,1333,2.0,4.0,4,2,43,2,2,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
546,546,3.0,24,0.0,2022,2.0,0.0,4,4,37,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
547,547,3.0,24,1.0,1552,2.0,1.0,3,1,32,1,2,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
548,548,1.0,12,4.0,626,2.0,0.0,4,4,24,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0
549,549,3.0,48,0.0,8858,4.0,1.0,2,1,35,2,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
550,550,3.0,12,0.0,996,4.0,1.0,4,4,23,2,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
551,551,3.0,6,4.0,1750,1.0,3.0,2,4,45,1,2,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0
552,552,1.0,48,1.0,6999,2.0,1.0,1,1,34,2,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
553,553,0.0,12,0.0,1995,0.0,2.0,4,1,27,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
554,554,0.0,9,1.0,1199,2.0,1.0,4,4,67,2,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1
555,555,0.0,12,1.0,1331,2.0,2.0,2,1,22,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
556,556,0.0,18,2.0,2278,0.0,2.0,3,3,28,2,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
557,557,3.0,21,2.0,5003,4.0,0.0,1,4,29,2,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
558,558,1.0,24,4.0,3552,2.0,1.0,3,4,27,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
559,559,0.0,18,0.0,1928,2.0,2.0,2,2,31,2,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0
560,560,1.0,24,1.0,2964,4.0,3.0,4,4,49,1,2,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
561,561,1.0,24,4.0,1546,2.0,1.0,4,4,24,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0
562,562,2.0,6,3.0,683,2.0,2.0,2,1,29,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
563,563,0.0,36,1.0,12389,4.0,0.0,1,4,37,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
564,564,0.0,24,3.0,4712,4.0,0.0,4,2,37,2,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
565,565,0.0,24,3.0,1553,0.0,1.0,3,2,23,2,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
566,566,1.0,12,1.0,1372,2.0,1.0,2,3,36,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
567,567,3.0,24,0.0,2578,3.0,3.0,2,2,34,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
568,568,0.0,48,1.0,3979,4.0,1.0,4,1,41,2,2,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
569,569,1.0,48,1.0,6758,2.0,0.0,3,2,31,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
570,570,1.0,24,1.0,3234,2.0,2.0,4,4,23,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
571,571,3.0,30,0.0,5954,2.0,1.0,3,2,38,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
572,572,3.0,24,1.0,5433,4.0,4.0,2,4,26,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
573,573,1.0,15,1.0,806,2.0,0.0,4,4,22,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
574,574,0.0,9,1.0,1082,2.0,3.0,4,4,27,2,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0
575,575,3.0,15,0.0,2788,2.0,1.0,2,3,24,2,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
576,576,0.0,12,1.0,2930,2.0,1.0,2,1,27,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
577,577,3.0,24,0.0,1927,4.0,0.0,3,2,33,2,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
578,578,0.0,36,0.0,2820,2.0,2.0,4,4,27,2,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
579,579,3.0,24,1.0,937,2.0,2.0,4,3,27,2,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0
