,Unnamed: 0,checking_balance,credit_history,savings_balance,employment_duration,percent_of_income,years_at_residence,age,existing_loans_count,dependents,default,purpose_business,purpose_car,purpose_education,purpose_furniture/appliances,purpose_renovations,other_credit_bank,other_credit_none,other_credit_store,housing_other,housing_own,housing_rent,job_management,job_skilled,job_unemployed,job_unskilled,phone_no,phone_yes,amount_per_duration
244,244,3.0,4.0,1.0,0.0,0.8560718714877069,0.27232937388945866,0.09939050265205127,-0.7325582680165651,2.334868926348074,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,3.175715578199572
245,245,3.0,1.0,2.0,1.0,0.8560718714877069,-1.9084821266066496,-1.01785597577039,-0.7325582680165651,-0.42828956637154025,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,2.2175670707448374
246,246,3.0,0.0,2.0,3.0,0.8560718714877069,0.9743938655526208,1.4272669604430885,2.442482082600276,-0.42828956637154025,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,2.5639763802419804
247,247,3.0,2.0,0.0,0.0,0.8560718714877069,-1.9084821266066496,0.09939050265205127,-0.7325582680165651,-0.42828956637154025,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,3.6457155277024555
248,248,2.0,1.0,2.0,0.0,-0.7189462043616851,-0.6327891776749888,-0.8882851518903232,-0.7325582680165651,-0.42828956637154025,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,2.3496403725570096
249,249,3.0,1.0,2.0,4.0,0.16805797696524175,0.9743938655526208,-1.4387766389488574,-0.7325582680165651,-0.42828956637154025,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,2.062547255035885
250,250,1.0,0.0,3.0,1.0,0.16805797696524175,0.9743938655526208,0.46111626254523286,1.1247212753708395,-0.42828956637154025,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,3.341773025374554
251,251,2.0,1.0,2.0,0.0,-1.9691083823833906,-0.6327891776749888,1.0147851855905983,-0.7325582680165651,-0.42828956637154025,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,3.0096399240020246
252,252,0.0,1.0,2.0,0.0,0.8560718714877069,-0.6327891776749888,-1.152509286646336,-0.7325582680165651,-0.42828956637154025,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,2.2346292144726374
253,253,3.0,3.0,0.0,0.0,-0.7189462043616851,0.27232937388945866,0.09939050265205127,1.1247212753708395,-0.42828956637154025,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,2.5882779821700197
254,254,0.0,1.0,4.0,1.0,-0.7189462043616851,-1.9084821266066496,-1.152509286646336,-0.7325582680165651,-0.42828956637154025,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,3.3077099234048064
255,255,0.0,3.0,4.0,0.0,-1.9691083823833906,-1.9084821266066496,-0.7634270526194575,-0.7325582680165651,-0.42828956637154025,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,2.1678601316028634
256,256,3.0,0.0,2.0,0.0,0.8560718714877069,-0.6327891776749888,0.09939050265205127,1.1247212753708395,-0.42828956637154025,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,2.452855107346755
257,257,1.0,4.0,2.0,0.0,0.8560718714877069,-1.9084821266066496,-0.5265593919971416,-0.7325582680165651,-0.42828956637154025,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,2.991569053322634
258,258,3.0,1.0,0.0,2.0,-1.9691083823833906,0.9743938655526208,-1.292660147678095,-0.7325582680165651,-0.42828956637154025,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,2.9741777039315287
259,259,3.0,0.0,0.0,4.0,0.8560718714877069,0.9743938655526208,1.7367754500500652,2.442482082600276,-0.42828956637154025,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,2.837875468504027
260,260,1.0,1.0,2.0,0.0,-0.7189462043616851,-0.6327891776749888,-0.7634270526194575,-0.7325582680165651,-0.42828956637154025,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,2.8902587546726677
261,261,1.0,1.0,2.0,3.0,0.8560718714877069,0.9743938655526208,1.6162992522530661,-0.7325582680165651,-0.42828956637154025,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,2.2928053736675755
262,262,1.0,0.0,2.0,3.0,-0.7189462043616851,0.9743938655526208,0.1934571906955732,2.442482082600276,-0.42828956637154025,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,2.912618681459302
263,263,3.0,0.0,2.0,3.0,-0.7189462043616851,0.9743938655526208,1.7367754500500652,2.442482082600276,-0.42828956637154025,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,3.0873874624965167
264,264,3.0,0.0,2.0,3.0,0.16805797696524175,0.9743938655526208,-0.19933863951675831,1.1247212753708395,2.334868926348074,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,2.9677668682288
265,265,0.0,1.0,2.0,3.0,0.8560718714877069,0.27232937388945866,0.28501513230761544,-0.7325582680165651,2.334868926348074,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,2.4123140443793285
266,266,3.0,0.0,4.0,3.0,0.8560718714877069,0.9743938655526208,0.1934571906955732,1.1247212753708395,-0.42828956637154025,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2.4229568381387487
267,267,3.0,1.0,2.0,2.0,0.8560718714877069,0.27232937388945866,0.3741946745597562,-0.7325582680165651,-0.42828956637154025,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,2.278942830057001
268,268,1.0,1.0,2.0,3.0,-1.9691083823833906,0.9743938655526208,0.9409496659236648,-0.7325582680165651,-0.42828956637154025,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,3.361327568010342
269,269,3.0,1.0,4.0,3.0,0.8560718714877069,-0.6327891776749888,-1.01785597577039,1.1247212753708395,-0.42828956637154025,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,2.14601483711009
270,270,3.0,1.0,4.0,1.0,0.8560718714877069,0.27232937388945866,-0.19933863951675831,-0.7325582680165651,-0.42828956637154025,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2.67867958603332
271,271,3.0,0.0,1.0,1.0,0.16805797696524175,0.9743938655526208,0.28501513230761544,-0.7325582680165651,-0.42828956637154025,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,2.825150546938674
272,272,0.0,4.0,4.0,4.0,0.8560718714877069,0.9743938655526208,0.1934571906955732,-0.7325582680165651,-0.42828956637154025,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,2.4170512678985427
273,273,0.0,1.0,2.0,1.0,0.8560718714877069,0.9743938655526208,-0.6429508548224555,1.1247212753708395,-0.42828956637154025,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,2.0624017359799627
274,274,1.0,1.0,2.0,2.0,-1.9691083823833906,-1.9084821266066496,0.0026737030614956935,-0.7325582680165651,-0.42828956637154025,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,2.735181592900725
275,275,3.0,1.0,2.0,0.0,-1.9691083823833906,-0.6327891776749888,-0.19933863951675831,-0.7325582680165651,2.334868926348074,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,3.431041945335885
276,276,3.0,0.0,2.0,0.0,-0.7189462043616851,-0.6327891776749888,-0.8882851518903232,1.1247212753708395,-0.42828956637154025,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,2.6440708187961337
277,277,1.0,1.0,4.0,3.0,-0.7189462043616851,0.9743938655526208,1.2272170182261861,-0.7325582680165651,-0.42828956637154025,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,2.784166128495416
278,278,3.0,1.0,2.0,2.0,-1.9691083823833906,0.9743938655526208,-0.19933863951675831,-0.7325582680165651,-0.42828956637154025,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,4.335460650885962
279,279,3.0,1.0,0.0,0.0,0.8560718714877069,0.9743938655526208,-0.5265593919971416,-0.7325582680165651,-0.42828956637154025,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,2.3457448046833256
280,280,3.0,0.0,3.0,3.0,0.16805797696524175,0.9743938655526208,-1.292660147678095,1.1247212753708395,-0.42828956637154025,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,2.9295261782804394
281,281,3.0,1.0,2.0,0.0,0.8560718714877069,-0.6327891776749888,1.2952037812167485,-0.7325582680165651,-0.42828956637154025,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,2.870236221172695
282,282,2.0,4.0,4.0,1.0,0.8560718714877069,0.9743938655526208,1.2272170182261861,-0.7325582680165651,-0.42828956637154025,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,2.47128789362063
283,283,3.0,0.0,4.0,3.0,0.8560718714877069,0.9743938655526208,2.0747418117368004,-0.7325582680165651,-0.42828956637154025,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,2.6427011094311244
284,284,0.0,0.0,0.0,2.0,0.8560718714877069,-0.6327891776749888,0.28501513230761544,-0.7325582680165651,-0.42828956637154025,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,2.567148631084057
285,285,1.0,1.0,2.0,2.0,-1.9691083823833906,-1.9084821266066496,0.09939050265205127,-0.7325582680165651,-0.42828956637154025,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,2.397226653969003
286,286,1.0,1.0,2.0,1.0,0.8560718714877069,0.27232937388945866,-0.8882851518903232,-0.7325582680165651,2.334868926348074,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2.177407036099931
287,287,0.0,3.0,0.0,4.0,-0.7189462043616851,0.9743938655526208,-0.3049844931357204,-0.7325582680165651,-0.42828956637154025,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,2.2954976063612156
288,288,0.0,1.0,2.0,0.0,0.8560718714877069,0.9743938655526208,1.2272170182261861,1.1247212753708395,-0.42828956637154025,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,2.7278049244219664
289,289,1.0,3.0,2.0,2.0,0.8560718714877069,0.9743938655526208,1.1578566927693275,-0.7325582680165651,-0.42828956637154025,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,2.1536860285240618
290,290,3.0,1.0,2.0,0.0,-0.7189462043616851,-0.6327891776749888,-0.8882851518903232,-0.7325582680165651,-0.42828956637154025,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,2.722055566846055
291,291,0.0,1.0,2.0,2.0,-1.9691083823833906,0.9743938655526208,-0.6429508548224555,-0.7325582680165651,-0.42828956637154025,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,2.533527153188893
292,292,1.0,0.0,2.0,3.0,-0.7189462043616851,0.9743938655526208,0.8654912583330046,1.1247212753708395,2.334868926348074,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,2.7236755543507134
293,293,2.0,0.0,2.0,3.0,0.8560718714877069,0.9743938655526208,1.677065782637763,-0.7325582680165651,-0.42828956637154025,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,2.2534685049426417
294,294,3.0,0.0,4.0,3.0,0.8560718714877069,-0.6327891776749888,1.0147851855905983,1.1247212753708395,2.334868926348074,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,2.2970852813061677
295,295,0.0,1.0,2.0,2.0,-1.9691083823833906,-0.6327891776749888,-0.8882851518903232,-0.7325582680165651,-0.42828956637154025,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,2.3655852639482453
296,296,3.0,1.0,4.0,2.0,-1.9691083823833906,0.9743938655526208,-1.7511027071618321,-0.7325582680165651,-0.42828956637154025,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,3.294489342649205
297,297,3.0,1.0,4.0,3.0,0.8560718714877069,-0.6327891776749888,0.9409496659236648,-0.7325582680165651,-0.42828956637154025,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,2.986304693076738
298,298,3.0,1.0,2.0,0.0,0.16805797696524175,0.9743938655526208,0.7883370150256162,-0.7325582680165651,-0.42828956637154025,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,2.6593947686554182
299,299,0.0,0.0,3.0,1.0,0.16805797696524175,-0.6327891776749888,-0.19933863951675831,1.1247212753708395,-0.42828956637154025,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,2.5615631961720156
300,300,3.0,1.0,2.0,4.0,-1.9691083823833906,0.9743938655526208,1.5544377707065709,-0.7325582680165651,-0.42828956637154025,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,3.3463751308383918
301,301,0.0,2.0,2.0,0.0,0.8560718714877069,-1.9084821266066496,0.7094089564688949,-0.7325582680165651,-0.42828956637154025,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,2.283095730708198
302,302,2.0,0.0,4.0,1.0,0.8560718714877069,-0.6327891776749888,0.28501513230761544,1.1247212753708395,2.334868926348074,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,2.2380948144624124
303,303,1.0,0.0,2.0,1.0,0.8560718714877069,0.27232937388945866,1.2272170182261861,1.1247212753708395,-0.42828956637154025,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,2.8967128255743844
304,304,3.0,0.0,1.0,0.0,-0.7189462043616851,-0.6327891776749888,0.8654912583330046,-0.7325582680165651,-0.42828956637154025,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,2.3698574029385435
305,305,3.0,1.0,3.0,0.0,0.8560718714877069,-0.6327891776749888,-0.09684686911339761,-0.7325582680165651,-0.42828956637154025,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,3.773109325807838
306,306,3.0,1.0,4.0,1.0,-0.7189462043616851,0.9743938655526208,-1.152509286646336,-0.7325582680165651,-0.42828956637154025,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,2.469102990838254
307,307,1.0,1.0,0.0,2.0,0.8560718714877069,0.27232937388945866,-0.09684686911339761,-0.7325582680165651,-0.42828956637154025,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,2.569368876241258
308,308,0.0,1.0,2.0,0.0,0.16805797696524175,0.9743938655526208,-1.152509286646336,-0.7325582680165651,-0.42828956637154025,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,3.24102166282789
309,309,0.0,1.0,2.0,0.0,0.8560718714877069,0.9743938655526208,-1.4387766389488574,-0.7325582680165651,-0.42828956637154025,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,2.442479769064448
310,310,0.0,1.0,4.0,4.0,0.16805797696524175,0.9743938655526208,0.5458914176138353,-0.7325582680165651,-0.42828956637154025,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,2.207402879176477
311,311,3.0,1.0,0.0,0.0,0.8560718714877069,-1.9084821266066496,-1.01785597577039,-0.7325582680165651,-0.42828956637154025,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,2.676301690838363
312,312,2.0,1.0,2.0,2.0,-0.7189462043616851,0.9743938655526208,-0.8882851518903232,-0.7325582680165651,-0.42828956637154025,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,2.556641376279689
313,313,0.0,1.0,2.0,1.0,-0.7189462043616851,0.27232937388945866,-1.01785597577039,-0.7325582680165651,-0.42828956637154025,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,2.5462013933052168
314,314,2.0,1.0,4.0,2.0,-1.9691083823833906,-0.6327891776749888,-0.5265593919971416,-0.7325582680165651,2.334868926348074,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,4.541884734633462
315,315,1.0,4.0,2.0,3.0,0.8560718714877069,0.9743938655526208,-0.3049844931357204,-0.7325582680165651,-0.42828956637154025,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,2.1928675416209726
316,316,1.0,1.0,2.0,0.0,-0.7189462043616851,0.27232937388945866,0.3741946745597562,-0.7325582680165651,2.334868926348074,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,2.559058527778577
317,317,0.0,1.0,4.0,0.0,-1.9691083823833906,0.9743938655526208,1.1578566927693275,-0.7325582680165651,-0.42828956637154025,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,2.6028934461548663
318,318,3.0,0.0,2.0,0.0,0.8560718714877069,-0.6327891776749888,-0.19933863951675831,1.1247212753708395,-0.42828956637154025,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2.555190177521504
319,319,1.0,3.0,2.0,3.0,-1.9691083823833906,0.9743938655526208,-0.7634270526194575,1.1247212753708395,-0.42828956637154025,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,2.957826810950513
320,320,0.0,0.0,2.0,4.0,0.8560718714877069,-0.6327891776749888,-0.6429508548224555,1.1247212753708395,-0.42828956637154025,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,2.432936922713744
321,321,1.0,1.0,2.0,2.0,0.8560718714877069,0.27232937388945866,-0.19933863951675831,-0.7325582680165651,-0.42828956637154025,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,2.3517302521455945
322,322,1.0,1.0,2.0,1.0,-0.7189462043616851,-1.9084821266066496,0.0026737030614956935,-0.7325582680165651,-0.42828956637154025,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,2.477961989749082
323,323,1.0,1.0,3.0,0.0,0.8560718714877069,-0.6327891776749888,-0.6429508548224555,-0.7325582680165651,-0.42828956637154025,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,2.678296768102243
324,324,3.0,0.0,2.0,0.0,0.8560718714877069,0.27232937388945866,0.1934571906955732,1.1247212753708395,-0.42828956637154025,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2.355743414929829
325,325,1.0,0.0,2.0,1.0,-1.9691083823833906,0.9743938655526208,0.46111626254523286,1.1247212753708395,-0.42828956637154025,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,3.700685234257633
326,326,3.0,0.0,4.0,3.0,-0.7189462043616851,0.9743938655526208,1.2272170182261861,-0.7325582680165651,-0.42828956637154025,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,3.378607822985566
327,327,3.0,1.0,3.0,1.0,0.8560718714877069,0.27232937388945866,0.0026737030614956935,-0.7325582680165651,2.334868926348074,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,2.2773184212983897
328,328,2.0,1.0,2.0,3.0,0.8560718714877069,-0.6327891776749888,-0.3049844931357204,-0.7325582680165651,-0.42828956637154025,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,2.3279504949738534
329,329,0.0,1.0,2.0,3.0,0.8560718714877069,0.9743938655526208,-0.6429508548224555,-0.7325582680165651,2.334868926348074,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,3.584173151268555
330,330,1.0,0.0,2.0,4.0,-0.7189462043616851,0.9743938655526208,2.6647414371801377,1.1247212753708395,-0.42828956637154025,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,2.733018207393489
331,331,3.0,0.0,0.0,0.0,0.8560718714877069,-0.6327891776749888,-0.4139847381682897,1.1247212753708395,-0.42828956637154025,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2.5577084073958014
332,332,0.0,1.0,0.0,2.0,0.8560718714877069,-0.6327891776749888,-1.152509286646336,-0.7325582680165651,-0.42828956637154025,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,2.167532026237086
333,333,3.0,0.0,0.0,0.0,-0.7189462043616851,0.9743938655526208,-1.152509286646336,1.1247212753708395,-0.42828956637154025,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,2.4045262877198605
334,334,1.0,2.0,2.0,3.0,0.16805797696524175,0.9743938655526208,-1.292660147678095,1.1247212753708395,2.334868926348074,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,2.5851949685690676
335,335,1.0,0.0,2.0,0.0,-1.9691083823833906,0.9743938655526208,0.8654912583330046,-0.7325582680165651,-0.42828956637154025,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,4.176507938607477
336,336,0.0,1.0,2.0,2.0,-0.7189462043616851,0.9743938655526208,-1.292660147678095,-0.7325582680165651,-0.42828956637154025,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,2.8990065754093584
337,337,1.0,1.0,4.0,0.0,0.8560718714877069,-0.6327891776749888,-1.152509286646336,-0.7325582680165651,-0.42828956637154025,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,2.5793531534412173
338,338,1.0,1.0,2.0,0.0,0.8560718714877069,0.9743938655526208,-0.6429508548224555,-0.7325582680165651,-0.42828956637154025,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,2.589621895443624
339,339,0.0,1.0,2.0,0.0,0.8560718714877069,-0.6327891776749888,-0.3049844931357204,-0.7325582680165651,-0.42828956637154025,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,3.055921841770024
340,340,0.0,0.0,2.0,2.0,-0.7189462043616851,0.9743938655526208,-1.152509286646336,1.1247212753708395,-0.42828956637154025,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,2.689109981769018
341,341,1.0,1.0,2.0,1.0,-1.9691083823833906,0.9743938655526208,-0.8882851518903232,-0.7325582680165651,-0.42828956637154025,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,2.649167472788172
342,342,0.0,1.0,1.0,2.0,-1.9691083823833906,0.27232937388945866,-1.01785597577039,-0.7325582680165651,-0.42828956637154025,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,2.7425501439950155
343,343,0.0,1.0,2.0,3.0,-1.9691083823833906,-1.9084821266066496,-0.09684686911339761,-0.7325582680165651,-0.42828956637154025,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,2.852295365891342
344,344,2.0,1.0,2.0,2.0,-1.9691083823833906,-1.9084821266066496,0.28501513230761544,-0.7325582680165651,2.334868926348074,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,3.453641596378226
345,345,3.0,0.0,2.0,0.0,0.8560718714877069,-0.6327891776749888,0.7883370150256162,-0.7325582680165651,-0.42828956637154025,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,2.627938163441845
346,346,0.0,0.0,2.0,2.0,0.8560718714877069,0.9743938655526208,-1.292660147678095,1.1247212753708395,-0.42828956637154025,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,2.570359167450479
347,347,0.0,1.0,1.0,4.0,-1.9691083823833906,0.9743938655526208,-1.292660147678095,-0.7325582680165651,-0.42828956637154025,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,2.5573860849078387
348,348,3.0,3.0,0.0,0.0,-1.9691083823833906,-0.6327891776749888,0.0026737030614956935,1.1247212753708395,-0.42828956637154025,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,3.8357046485894863
349,349,0.0,0.0,3.0,3.0,0.8560718714877069,0.27232937388945866,-0.19933863951675831,1.1247212753708395,2.334868926348074,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,3.0557604646877348
350,350,3.0,1.0,2.0,2.0,-1.9691083823833906,0.9743938655526208,-1.292660147678095,-0.7325582680165651,-0.42828956637154025,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,3.09236969962912
351,351,0.0,1.0,2.0,0.0,-1.9691083823833906,-0.6327891776749888,-0.5265593919971416,-0.7325582680165651,-0.42828956637154025,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,2.982271233039568
352,352,3.0,0.0,4.0,4.0,-0.7189462043616851,0.9743938655526208,0.3741946745597562,-0.7325582680165651,-0.42828956637154025,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,2.744236668984795
353,353,1.0,2.0,2.0,0.0,0.8560718714877069,-0.6327891776749888,-0.6429508548224555,1.1247212753708395,-0.42828956637154025,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,3.4044744570221517
354,354,3.0,1.0,1.0,3.0,0.8560718714877069,0.9743938655526208,1.0147851855905983,-0.7325582680165651,-0.42828956637154025,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,2.748369006335181
355,355,0.0,1.0,2.0,2.0,0.8560718714877069,-0.6327891776749888,-1.292660147678095,-0.7325582680165651,-0.42828956637154025,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,2.214591780958782
356,356,3.0,0.0,4.0,3.0,-1.9691083823833906,0.9743938655526208,1.2272170182261861,-0.7325582680165651,-0.42828956637154025,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,3.0232493771903513
357,357,3.0,3.0,2.0,0.0,0.8560718714877069,-0.6327891776749888,-0.8882851518903232,1.1247212753708395,-0.42828956637154025,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,2.327330808222988
358,358,3.0,1.0,2.0,0.0,0.8560718714877069,-0.6327891776749888,-0.6429508548224555,-0.7325582680165651,-0.42828956637154025,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,2.5947648170934503
359,359,1.0,1.0,2.0,1.0,0.8560718714877069,0.9743938655526208,-1.292660147678095,-0.7325582680165651,-0.42828956637154025,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,2.2673749126419467
360,360,0.0,1.0,4.0,0.0,0.8560718714877069,0.9743938655526208,1.9657415667042326,-0.7325582680165651,-0.42828956637154025,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,2.419091279866
361,361,2.0,1.0,4.0,3.0,-0.7189462043616851,0.27232937388945866,0.28501513230761544,-0.7325582680165651,-0.42828956637154025,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,3.1702500039423063
362,362,2.0,3.0,2.0,0.0,-0.7189462043616851,-0.6327891776749888,0.1934571906955732,1.1247212753708395,-0.42828956637154025,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,3.008946819383476
363,363,3.0,1.0,2.0,0.0,-1.9691083823833906,-0.6327891776749888,-1.5913892898469044,-0.7325582680165651,-0.42828956637154025,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,3.8424376767599453
364,364,1.0,1.0,2.0,4.0,0.8560718714877069,-1.9084821266066496,-1.01785597577039,-0.7325582680165651,-0.42828956637154025,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,2.653677528465688
365,365,3.0,1.0,2.0,1.0,-0.7189462043616851,0.9743938655526208,0.1934571906955732,-0.7325582680165651,-0.42828956637154025,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,2.8622334515129904
366,366,3.0,0.0,2.0,1.0,0.16805797696524175,-1.9084821266066496,-0.7634270526194575,1.1247212753708395,-0.42828956637154025,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2.8039596650606007
